id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_post_win_prob,away_id,away_team,away_conference,away_points,away_post_win_prob,excitement_index,team,opponent,team_points,opp_points,win_loss,stadium_lat,stadium_lon,stadium_zip,UL_lat,UL_lon,UL_zip,dist_m,dist_km,dist_mi,MOV,game_dt,game_id,school,conference,home_away,points,total_yards,net_passing_yards,completion_attempts,passing_tds,yards_per_pass,passes_intercepted,interception_yards,interception_tds,rushing_attempts,rushing_yards,rush_tds,yards_per_rush_attempt,first_downs,down3_success,down3_attempts,down4_success,down4_attempts,punt_returns,punt_return_yards,punt_return_tds,kick_return_yards,kick_return_tds,kick_returns,kicking_points,fumbles_recovered,fumbles_lost,total_fumbles,tackles,tackles_for_loss,sacks,qb_hurries,interceptions,passes_deflected,turnovers,defensive_tds,penalties,penalty_yardage,possession_time,down3_eff,down4_eff,penalties_yards_total
400937484,2017,5,regular,2017-09-30T15:30:00.000Z,,FALSE,FALSE,47826,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,55,0.999996480199537,93,Murray State,,10,0.0000035198004629810598,0.0427364289000005,Louisville,Murray State,55,10,W,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,45,2017-09-30,400937484,Louisville,ACC,home,55,676,364,32-45,4,8.1,,,,46,312,3,6.8,38,7,13,2,3,5,24,0,25,0,2,13,1,2,2,27,8,0,2,0,4,2,0,7,69,37:51,7-13,2-3,7-69
400937487,2017,6,regular,2017-10-05T20:00:00.000Z,,FALSE,TRUE,56107,3670,Carter-Finley Stadium,152,NC State,ACC,39,0.8378191004100555,97,Louisville,ACC,25,0.16218089958994453,6.1815631769,Louisville,NC State,25,39,L,35.8008,78.7196,27607,38.2061,85.7588,40209,680414.091485577,680.414091485577,422.789584440484,-14,2017-10-05,400937487,Louisville,ACC,away,25,470,354,26-48,1,7.4,,,,29,116,2,4.0,25,9,16,0,1,,,,71,0,3,7,1,0,0,32,3,0,1,1,1,1,0,10,69,29:27,9-16,0-1,10-69
400937494,2017,7,regular,2017-10-14T12:20:00.000Z,,FALSE,TRUE,44679,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,42,0.8943940899944253,103,Boston College,ACC,45,0.10560591000557473,6.3856882866,Louisville,Boston College,42,45,L,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,-3,2017-10-14,400937494,Louisville,ACC,home,42,625,332,19-39,2,8.5,1,0,0,36,293,4,8.1,25,5,15,2,2,1,-1,0,47,0,3,6,0,1,1,52,5,2,3,1,4,2,0,4,30,29:30,5-15,2-2,4-30
400937500,2017,8,regular,2017-10-21T12:00:00.000Z,,FALSE,TRUE,72764,3697,Bobby Bowden Field at Doak Campbell Stadium,52,Florida State,ACC,28,0.17902307176809312,97,Louisville,ACC,31,0.8209769282319068,6.08076346629999,Louisville,Florida State,31,28,W,30.4382,84.3044,32301,38.2061,85.7588,40209,874957.930610585,874.957930610585,543.67348430143,3,2017-10-21,400937500,Louisville,ACC,away,31,449,156,13-21,1,7.4,2,44,0,44,293,3,6.7,22,5,10,0,2,1,0,0,12,0,1,7,1,1,1,34,4,2,3,0,1,1,0,2,13,28:50,5-10,0-2,2-13
400937507,2017,9,regular,2017-10-28T12:20:00.000Z,,FALSE,TRUE,29593,3630,BB&T Field,154,Wake Forest,ACC,42,0.9081684924360752,97,Louisville,ACC,32,0.09183150756392477,3.5567080119,Louisville,Wake Forest,32,42,L,36.1306,80.2545,27105,38.2061,85.7588,40209,540044.291553261,540.044291553261,335.567861486741,-10,2017-10-28,400937507,Louisville,ACC,away,32,523,332,28-46,1,7.2,,,,42,191,3,4.5,30,6,17,2,3,1,-2,0,31,0,2,6,1,0,1,42,6,1,1,1,1,1,0,0,0,33:59,6-17,2-3,0-0
,2017,10,,,,,,,,,,,,,,,,,,,,,BYE WEEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400937518,2017,11,regular,2017-11-11T15:30:00.000Z,,FALSE,TRUE,46787,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,38,0.9982987226724035,258,Virginia,ACC,21,0.0017012773275965065,3.58971348339999,Louisville,Virginia,38,21,W,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,17,2017-11-11,400937518,Louisville,ACC,home,38,493,195,15-26,3,7.5,1,45,0,43,298,2,6.9,27,4,11,2,2,5,44,0,45,0,2,8,1,2,4,34,5,4,6,0,4,2,0,6,65,29:59,4-11,2-2,6-65
400937524,2017,12,regular,2017-11-18T15:30:00.000Z,,FALSE,TRUE,34265,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,56,0.9999739023398726,183,Syracuse,ACC,10,0.00002609766012739989,0.770964565699999,Louisville,Syracuse,56,10,W,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,46,2017-11-18,400937524,Louisville,ACC,home,56,727,316,17-30,3,10.5,4,42,0,42,411,5,9.8,27,9,16,2,4,,,,,,,8,0,0,,46,6,1,3,0,5,0,0,11,85,30:29,9-16,2-4,11-85
400933935,2017,13,regular,2017-11-25T12:00:00.000Z,,FALSE,FALSE,56186,3683,Commonwealth Stadium,96,Kentucky,SEC,17,0.006110722465640864,97,Louisville,ACC,44,0.9938892775343592,1.45609292209999,Louisville,Kentucky,44,17,W,38.0227,84.5052,40506,38.2061,85.7588,40209,111676.283165537,111.676283165537,69.3924037468531,27,2017-11-25,400933935,Louisville,ACC,away,44,562,216,15-21,2,10.3,,,,43,346,3,8.0,32,6,11,2,2,2,-9,0,,,,14,0,0,2,41,4,3,3,0,7,0,0,6,55,29:29,6-11,2-2,6-55
,2017,14,,,,,,,,,,,,,,,,,,,,,BYE WEEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401012246,2018,1,regular,2018-09-02T00:00:00.000Z,,TRUE,FALSE,57280,4013,Camping World Stadium,333,Alabama,SEC,51,0.9999255686466408,97,Louisville,ACC,14,0.00007443135335916118,0.394188331699999,Louisville,Alabama,14,51,L,28.539,81.4028,32805,38.2061,85.7588,40209,1149406.57116446,1149.40657116446,714.207910531032,-37,2018-09-02,401012246,Louisville,ACC,away,14,268,252,20-39,2,6.5,,,,26,16,0,0.6,19,4,14,0,1,,,,110,0,5,2,1,0,,28,2,1,2,2,1,2,0,11,93,28:51,4-14,0-1,11-93
401013101,2018,2,regular,2018-09-08T23:00:00.000Z,,FALSE,FALSE,0,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,31,0.9997286074405909,282,Indiana State,,7,0.00027139255940911156,5.2958203533,Louisville,Indiana State,31,7,W,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,24,2018-09-08,401013101,Louisville,ACC,home,31,,,,,,,,,,,,,,,,,,,,,,,,,0,,3,36,5,1,2,,2,,1,,,,,,
401013113,2018,3,regular,2018-09-15T23:30:00.000Z,,FALSE,FALSE,0,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,20,0.13543902531606686,98,Western Kentucky,Conference USA,17,0.8645609746839331,7.6755220001,Louisville,Western Kentucky,20,17,W,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,3,2018-09-15,401013113,Louisville,ACC,home,20,292,88,10-21,0,4.2,1,25,0,38,204,2,5.4,17,2,11,1,2,1,36,0,19,0,1,8,0,0,1,50,4,3,2,1,2,1,0,5,40,24:36,2-11,1-2,5-40
401013123,2018,4,regular,2018-09-22T16:30:00.000Z,,FALSE,TRUE,0,3923,Scott Stadium,258,Virginia,ACC,27,0.9999829928111773,97,Louisville,ACC,3,0.00001700718882269303,3.10371741789999,Louisville,Virginia,3,27,L,38.0311,78.5137,22903,38.2061,85.7588,40209,634655.031437523,634.655031437523,394.356231539365,-24,2018-09-22,401013123,Louisville,ACC,away,3,214,148,16-28,0,5.3,1,34,0,29,66,0,2.3,14,3,11,1,3,3,12,0,30,0,2,3,0,1,1,38,4,1,0,2,1,3,0,6,52,26:05,3-11,1-3,6-52
401013133,2018,5,regular,2018-09-29T19:30:00.000Z,,FALSE,TRUE,0,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,24,0.9037684292090867,52,Florida State,ACC,28,0.09623157079091327,7.6243795977,Louisville,Florida State,24,28,L,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,-4,2018-09-29,401013133,Louisville,ACC,home,24,421,306,24-45,2,6.8,,,,38,115,1,3.0,24,10,19,0,1,3,13,0,47,0,2,6,1,1,5,32,6,0,3,2,4,3,0,8,75,35:40,10-19,0-1,8-75
401013138,2018,6,regular,2018-10-05T23:00:00.000Z,,FALSE,TRUE,0,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,31,0.013491303018327938,59,Georgia Tech,ACC,66,0.9865086969816721,1.5758055704,Louisville,Georgia Tech,31,66,L,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,-35,2018-10-05,401013138,Louisville,ACC,home,31,483,370,27-44,3,8.4,,,,23,113,1,4.9,22,7,12,2,3,,,,191,0,8,7,0,2,2,47,1,0,0,1,0,3,0,5,40,26:31,7-12,2-3,5-40
401013144,2018,7,regular,2018-10-13T16:30:00.000Z,,FALSE,TRUE,0,3615,Alumni Stadium,103,Boston College,ACC,38,0.9899379933867205,97,Louisville,ACC,20,0.010062006613279495,4.2367518017,Louisville,Boston College,20,38,L,42.3351,71.1665,02467,38.2061,85.7588,40209,1319795.50736538,1319.79550736538,820.082654207131,-18,2018-10-13,401013144,Louisville,ACC,away,20,217,170,17-35,0,4.9,,,,32,47,3,1.5,15,4,16,1,1,2,4,0,90,0,4,2,2,0,0,52,5,1,0,1,1,1,0,4,33,28:52,4-16,1-1,4-33
,2018,8,,,,,,,,,,,,,,,,,,,,,BYE WEEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401013157,2018,9,regular,2018-10-27T16:00:00.000Z,,FALSE,TRUE,0,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,35,0.0947542634273191,154,Wake Forest,ACC,56,0.9052457365726809,3.6301661925,Louisville,Wake Forest,35,56,L,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,-21,2018-10-27,401013157,Louisville,ACC,home,35,532,358,30-54,1,6.6,,,,36,174,4,4.8,31,10,19,2,5,1,45,0,98,0,5,5,0,1,2,43,3,1,2,0,2,1,0,5,31,33:49,10-19,2-5,5-31
401013162,2018,10,regular,2018-11-03T16:00:00.000Z,,FALSE,TRUE,0,3836,Memorial Stadium,228,Clemson,ACC,77,0.9999945403553909,97,Louisville,ACC,16,0.000005459644609073777,0.0683652368000008,Louisville,Clemson,16,77,L,34.6787,82.8432,29631,38.2061,85.7588,40209,471484.606943591,471.484606943591,292.966861701146,-61,2018-11-03,401013162,Louisville,ACC,away,16,312,231,17-34,0,6.8,1,0,0,36,81,1,2.3,16,6,16,1,3,,,,247,1,8,4,1,1,2,40,1,0,1,2,0,3,0,10,100,37:32,6-16,1-3,10-100
401013168,2018,11,regular,2018-11-10T00:00:00.000Z,,FALSE,TRUE,0,1964,Carrier Dome,183,Syracuse,ACC,54,0.9989963685950937,97,Louisville,ACC,23,0.0010036314049063355,1.0691830449,Louisville,Syracuse,23,54,L,43.0362,76.1363,13244,38.2061,85.7588,40209,973777.897519953,973.777897519953,605.077345959871,-31,2018-11-10,401013168,Louisville,ACC,away,23,413,210,14-30,1,7.0,1,0,0,39,203,2,5.2,18,3,12,0,1,,,,27,0,2,5,2,2,,,,,,2,,4,,18,125,30:28,3-12,0-1,18-125
401013178,2018,12,regular,2018-11-17T17:20:00.000Z,,FALSE,TRUE,0,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,10,0.0038334153113016045,152,NC State,ACC,52,0.9961665846886983,1.6568154223,Louisville,NC State,10,52,L,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,-42,2018-11-17,401013178,Louisville,ACC,home,10,411,157,13-25,0,6.3,,,,38,254,1,6.7,0,0,0,0,0,1,0,0,86,0,4,4,0,1,,42,3,1,1,1,3,2,0,0,0,,0-0,0-0,0-0
401012353,2018,13,regular,2018-11-25T00:00:00.000Z,,FALSE,FALSE,0,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,10,0.00462614370611588,96,Kentucky,SEC,56,0.9953738562938841,0.9723960284,Louisville,Kentucky,10,56,L,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,-46,2018-11-25,401012353,Louisville,ACC,home,10,305,79,8-16,0,4.9,2,22,0,30,226,1,7.5,10,2,11,0,2,,,,38,0,2,4,0,0,,43,7,2,0,0,2,0,0,12,134,26:03,2-11,0-2,12-134
,2018,14,,,,,,,,,,,,,,,,,,,,,BYE WEEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401112436,2019,1,regular,2019-09-03T00:00:00.000Z,,FALSE,FALSE,58187,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,17,0.016323079663488588,87,Notre Dame,FBS Independents,35,0.9836769203365114,2.83786163389999,Louisville,Notre Dame,17,35,L,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,-18,2019-09-03,401112436,Louisville,ACC,home,17,383,134,12-28,0,4.8,,,,47,249,2,5.3,21,6,15,1,2,,,,59,0,3,5,2,3,10,88,12,6,8,0,4,3,0,8,50,32:00,6-15,1-2,8-50
401112442,2019,2,regular,2019-09-07T23:00:00.000Z,,FALSE,FALSE,48808,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,42,0.9999913351637312,2198,Eastern Kentucky,,0,0.000008664836268823528,0.797267081399999,Louisville,Eastern Kentucky,42,0,W,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,42,2019-09-07,401112442,Louisville,ACC,home,42,542,220,13-20,4,11.0,,,,38,322,2,8.5,23,4,9,1,2,3,37,0,0,0,1,6,0,0,,48,20,10,2,1,4,1,0,5,30,26:33,4-9,1-2,5-30
401112453,2019,3,regular,2019-09-14T20:00:00.000Z,,TRUE,FALSE,22665,3810,Nissan Stadium,98,Western Kentucky,Conference USA,21,0.014058165366447375,97,Louisville,ACC,38,0.9859418346335527,2.3865434013,Louisville,Western Kentucky,38,21,W,36.1665,80.2545,37213,38.2061,85.7588,40209,538243.682219746,538.243682219746,334.449015064566,17,2019-09-14,401112453,Louisville,ACC,away,38,415,209,11-17,3,12.3,,,,50,206,1,4.1,21,4,11,1,2,3,22,0,27,0,1,8,4,1,2,39,14,2,6,0,16,1,1,6,69,31:11,4-11,1-2,6-69
401112457,2019,4,regular,2019-09-21T19:30:00.000Z,,FALSE,TRUE,46530,3697,Bobby Bowden Field at Doak Campbell Stadium,52,Florida State,ACC,35,0.5793248922444061,97,Louisville,ACC,24,0.4206751077555939,4.99943122969999,Louisville,Florida State,24,35,L,30.4382,84.3044,32301,38.2061,85.7588,40209,874957.930610585,874.957930610585,543.67348430143,-11,2019-09-21,401112457,Louisville,ACC,away,24,410,286,16-28,2,10.2,,,,47,124,1,2.6,18,5,17,2,3,1,10,0,37,0,2,6,0,1,4,45,5,2,4,1,2,2,0,7,54,33:42,5-17,2-3,7-54
,2019,5,,,,,,,,,,,,,,,,,,,,,BYE WEEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401112473,2019,6,regular,2019-10-05T16:30:00.000Z,,FALSE,TRUE,46007,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,41,0.9123261427709802,103,Boston College,ACC,39,0.08767385722901977,8.0445029579,Louisville,Boston College,41,39,W,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,2,2019-10-05,401112473,Louisville,ACC,home,41,664,428,23-34,2,12.6,1,11,0,44,236,3,5.4,26,8,16,1,1,3,11,0,43,0,1,11,0,0,2,53,8,0,10,0,1,0,0,7,61,34:54,8-16,1-1,7-61
401112481,2019,7,regular,2019-10-12T23:30:00.000Z,,FALSE,TRUE,24434,3630,BB&T Field,154,Wake Forest,ACC,59,0.9613691850494106,97,Louisville,ACC,62,0.0386308149505894,6.2468158781,Louisville,Wake Forest,62,59,W,36.1306,80.2545,27105,38.2061,85.7588,40209,540044.291553261,540.044291553261,335.567861486741,3,2019-10-12,401112481,Louisville,ACC,away,62,520,295,17-25,4,11.8,2,11,0,44,225,3,5.1,22,6,14,1,1,1,50,0,230,1,7,14,2,1,4,108,6,4,2,1,20,2,1,8,90,32:09,6-14,1-1,8-90
401112485,2019,8,regular,2019-10-19T16:00:00.000Z,,FALSE,TRUE,51015,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,10,0.004242741989458751,228,Clemson,ACC,45,0.9957572580105413,1.461908272,Louisville,Clemson,10,45,L,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,-35,2019-10-19,401112485,Louisville,ACC,home,10,263,107,8-22,0,4.9,2,12,0,43,156,1,3.6,15,5,14,0,1,,,,38,0,1,4,0,1,2,104,5,2,1,2,2,3,0,5,40,29:54,5-14,0-1,5-40
401112493,2019,9,regular,2019-10-26T19:30:00.000Z,,FALSE,TRUE,48689,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,28,0.9399886969986491,258,Virginia,ACC,21,0.060011303001350935,6.1324296114,Louisville,Virginia,28,21,W,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,7,2019-10-26,401112493,Louisville,ACC,home,28,360,133,8-14,1,9.5,1,0,0,45,227,3,5.0,17,5,12,0,1,1,34,0,44,0,2,4,2,0,2,96,6,4,16,0,10,0,0,5,30,30:18,5-12,0-1,5-30
,2019,10,,,,,,,,,,,,,,,,,,,,,BYE WEEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401112505,2019,11,regular,2019-11-09T20:30:00.000Z,,FALSE,TRUE,53111,3948,Hard Rock Stadium,2390,Miami,ACC,52,0.9985440688733305,97,Louisville,ACC,27,0.0014559311266695296,2.04449007369999,Louisville,Miami,27,52,L,25.958,80.2389,33056,38.2061,85.7588,40209,1458680.64032689,1458.68064032689,906.381848160558,-25,2019-11-09,401112505,Louisville,ACC,away,27,496,328,18-29,2,11.3,,,,35,168,2,4.8,18,5,14,3,4,2,2,0,133,0,5,3,0,1,,33,6,1,3,2,3,3,0,14,121,33:02,5-14,3-4,14-121
401112512,2019,12,regular,2019-11-17T00:30:00.000Z,,FALSE,TRUE,54089,3670,Carter-Finley Stadium,152,NC State,ACC,20,0.078814554027998,97,Louisville,ACC,34,0.921185445972002,4.04296856919999,Louisville,NC State,34,20,W,35.8008,78.7196,27607,38.2061,85.7588,40209,680414.091485577,680.414091485577,422.789584440484,14,2019-11-17,401112512,Louisville,ACC,away,34,326,249,14-21,5,11.9,1,4,0,39,77,0,2.0,17,8,14,1,1,1,21,0,22,0,1,4,2,0,,44,5,2,1,0,9,0,0,10,66,30:26,8-14,1-1,10-66
401112516,2019,13,regular,2019-11-23T21:00:00.000Z,,FALSE,TRUE,46769,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,56,0.9998417966273497,183,Syracuse,ACC,34,0.0001582033726502674,2.1597229486,Louisville,Syracuse,56,34,W,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,22,2019-11-23,401112516,Louisville,ACC,home,56,608,238,11-20,5,11.9,,,,41,370,3,9.0,25,8,11,0,0,,,,142,0,4,8,1,0,,53,7,2,1,1,1,1,0,5,59,27:16,8-11,0-0,5-59
401110868,2019,14,regular,2019-11-30T17:00:00.000Z,,FALSE,FALSE,48336,3683,Commonwealth Stadium,96,Kentucky,SEC,45,0.997602675021799,97,Louisville,ACC,13,0.0023973249782009987,2.75288659069999,Louisville,Kentucky,13,45,L,38.0227,84.5052,40506,38.2061,85.7588,40209,111676.283165537,111.676283165537,69.3924037468531,-32,2019-11-30,401110868,Louisville,ACC,away,13,318,109,10-19,1,5.7,,,,51,209,1,4.1,17,6,16,2,3,,,,64,0,4,1,0,1,,31,2,0,1,1,0,2,0,7,60,35:55,6-16,2-3,7-60
,2020,1,,,,,,,,,,,,,,,,,,,,,BYE WEEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401234564,2020,2,regular,2020-09-13T00:00:00.000Z,FALSE,FALSE,FALSE,,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,35,0.9976235561509056,98,Western Kentucky,Conference USA,21,0.0023764438490944118,2.8725439340,Louisville,Western Kentucky,35,21,W,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,14,2020-09-13,401234564,Louisville,ACC,home,35,487,343,19-34,3,10.1,,,,38,144,2,3.8,22,9,16,1,3,1,7,0,17,0,2,5,1,1,,32,10,3,3,1,2,2,0,3,30,32:33,9-16,1-3,3-30
401234569,2020,3,regular,2020-09-19T23:30:00.000Z,FALSE,FALSE,TRUE,,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,34,0.34564541935931925,2390,Miami,ACC,47,0.6543545806406807,3.5186606945,Louisville,Miami,34,47,L,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,-13,2020-09-19,401234569,Louisville,ACC,home,34,516,307,26-36,3,8.5,,,,49,209,1,4.3,29,4,14,3,4,,,,67,0,4,10,0,2,,31,6,1,3,1,4,3,0,7,70,38:01,4-14,3-4,7-70
401234595,2020,4,regular,2020-09-26T16:00:00.000Z,FALSE,FALSE,TRUE,,3752,Heinz Field,221,Pittsburgh,ACC,23,0.7919969600629284,97,Louisville,ACC,20,0.2080030399370716,7.1413906815,Louisville,Pittsburgh,20,23,L,40.4468,80.0158,15212,38.2061,85.7588,40209,553720.042240854,553.720042240854,344.065576367242,-3,2020-09-26,401234595,Louisville,ACC,away,20,223,107,9-21,1,5.1,1,40,0,30,116,1,3.9,10,1,11,1,2,1,7,0,,,,8,1,0,,50,11,3,2,3,5,3,0,3,22,24:44,1-11,1-2,3-22
,2020,5,,,,,,,,,,,,,,,,,,,,,BYE WEEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401234601,2020,6,regular,2020-10-09T23:00:00.000Z,FALSE,FALSE,TRUE,,721,Bobby Dodd Stadium at Historic Grant Field,59,Georgia Tech,ACC,46,0.9854551675432522,97,Louisville,ACC,27,0.014544832456747758,7.6275571216,Louisville,Georgia Tech,27,46,L,33.7725,84.3922,30313,38.2061,85.7588,40209,508644.831383367,508.644831383367,316.057147521514,-19,2020-10-09,401234601,Louisville,ACC,away,27,471,229,19-33,2,6.9,,,,48,242,2,5.0,24,9,17,2,3,1,16,0,119,0,5,3,0,3,,29,2,0,2,0,1,3,0,9,78,36:38,9-17,2-3,9-78
401234613,2020,7,regular,2020-10-17T18:30:00.000Z,FALSE,FALSE,TRUE,,3855,Notre Dame Stadium,87,Notre Dame,FBS Independents,12,0.8906860429536613,97,Louisville,ACC,7,0.10931395704633873,4.3503868575,Louisville,Notre Dame,7,12,L,41.6984,86.2339,46556,38.2061,85.7588,40209,390867.360564444,390.867360564444,242.873642701289,-5,2020-10-17,401234613,Louisville,ACC,away,7,234,139,17-22,1,6.3,,,,23,95,0,4.1,13,3,9,1,1,,,,68,0,3,1,0,0,,50,6,4,0,0,4,0,0,8,65,23:45,3-9,1-1,8-65
401234619,2020,8,regular,2020-10-24T16:00:00.000Z,FALSE,FALSE,TRUE,,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,48,0.998903465886879,52,Florida State,ACC,16,0.0010965341131210504,3.0263995297,Louisville,Florida State,48,16,W,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,32,2020-10-24,401234619,Louisville,ACC,home,48,569,278,16-24,2,11.6,1,17,0,37,291,4,7.9,22,5,9,0,0,1,-15,0,45,0,2,12,0,1,,43,6,2,3,0,12,1,0,7,67,25:51,5-9,0-0,7-67
401234627,2020,9,regular,2020-10-31T20:00:00.000Z,FALSE,FALSE,TRUE,,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,35,0.14619914640172718,259,Virginia Tech,ACC,42,0.8538008535982728,3.3183614735,Louisville,Virginia Tech,35,42,L,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,-7,2020-10-31,401234627,Louisville,ACC,home,35,548,350,23-36,3,9.7,,,,29,198,2,6.8,23,6,12,2,4,,,,81,0,4,5,0,0,,46,7,3,0,3,0,3,0,7,60,27:49,6-12,2-4,7-60
401234635,2020,10,regular,2020-11-08T01:00:00.000Z,FALSE,FALSE,TRUE,,3923,Scott Stadium,258,Virginia,ACC,,,97,Louisville,ACC,,,,Louisville,Virginia,,,,38.0311,78.5137,22903,38.2061,85.7588,40209,634655.031437523,634.655031437523,394.356231539365,,2020-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020,11,,,,,,,,,,,,,,,,,,,,,BYE WEEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401234643,2020,12,regular,2020-11-21T00:00:00.000Z,FALSE,FALSE,TRUE,,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,,,183,Syracuse,ACC,,,,Louisville,Syracuse,,,,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,,2020-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401234649,2020,13,regular,2020-11-27T05:00:00.000Z,TRUE,FALSE,TRUE,,3615,Alumni Stadium,103,Boston College,ACC,,,97,Louisville,ACC,,,,Louisville,Boston College,,,,42.3351,71.1665,02467,38.2061,85.7588,40209,1319795.50736538,1319.79550736538,820.082654207131,,2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401234660,2020,14,regular,2020-12-05T05:00:00.000Z,TRUE,FALSE,TRUE,,3873,Papa John's Cardinal Stadium,97,Louisville,ACC,,,154,Wake Forest,ACC,,,,Louisville,Wake Forest,,,,38.2061,85.7588,40209,38.2061,85.7588,40209,0,0,0,,2020-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
